train_no,origin_station,destination_station,station_train_code
6j000D736100,潮汕,深圳北,D7361
6i000D736200,深圳北,潮汕,D7362
6i000D74040B,深圳北,汕头,D7401
67000D740202,汕头,深圳北,D7402
67000D740202,汕头,深圳北,D7403
6i000D74040B,深圳北,汕头,D7404
6i000D74080E,深圳北,汕头,D7405
6i000D74080E,深圳北,汕头,D7408
6j000D74090G,潮汕,深圳北,D7409
6i000D74100C,深圳北,潮汕,D7410
6i000D741220,深圳北,潮汕,D7412
6i000D74160F,深圳北,汕头,D7413
67000D741400,汕头,深圳北,D7414
67000D741400,汕头,深圳北,D7415
6i000D74160F,深圳北,汕头,D7416
6j000D74190H,潮汕,深圳北,D7419
6i000D74200J,深圳北,饶平,D7420
6j000D74230F,潮汕,深圳北,D7423
6i000D74240H,深圳北,潮汕,D7424
6j000D74250I,饶平,深圳北,D7425
6i000D74260F,深圳北,潮汕,D7426
6j000D742706,饶平,深圳北,D7427
6i000D742804,深圳北,饶平,D7428
6i000D743202,深圳北,汕头,D7429
67000D743002,汕头,深圳北,D7430
67000D743002,汕头,深圳北,D7431
6i000D743202,深圳北,汕头,D7432
6i000D743601,深圳北,汕头,D7433
67000D743401,汕头,深圳北,D7434
67000D743401,汕头,深圳北,D7435
6i000D743601,深圳北,汕头,D7436
6i000D744002,深圳北,汕头,D7437
67000D743803,汕头,深圳北,D7438
67000D743803,汕头,深圳北,D7439
6i000D744002,深圳北,汕头,D7440
6i000D744401,深圳北,汕头,D7441
67000D744203,汕头,深圳北,D7442
67000D744203,汕头,深圳北,D7443
6i000D744401,深圳北,汕头,D7444
6i000D744802,深圳北,汕头,D7445
67000D744601,汕头,深圳北,D7446
67000D744601,汕头,深圳北,D7447
6i000D744802,深圳北,汕头,D7448
70000D745102,佛山西,湛江西,D7451
6k000D745209,湛江西,广州南,D7452
70000D745302,佛山西,湛江西,D7453
6k000D745603,湛江西,广州南,D7456
6k000D74580F,湛江西,广州南,D7458
6c000D746105,广州南,湛江西,D7461
6k000D746202,湛江西,广州南,D7462
6c000D746307,广州南,湛江西,D7463
6k000D746402,湛江西,广州南,D7464
70000D74650I,佛山西,湛江西,D7465
6c000D746905,广州南,湛江西,D7469
6k000D747004,湛江西,广州南,D7470
6c000D74710F,广州南,湛江西,D7471
6k000D747204,湛江西,广州南,D7472
6k000D747408,湛江西,肇庆东,D7474
6c000D747500,广州南,湛江西,D7475
6k000D74760I,湛江西,广州南,D7476
6c000D747702,广州南,湛江西,D7477
6k000D748004,湛江西,广州南,D7480
6c000D748304,广州南,湛江西,D7483
6c000D74850H,广州南,湛江西,D7485
6k000D748604,湛江西,佛山西,D7486
6c000D748705,广州南,湛江西,D7487
6k000D748803,湛江西,佛山西,D7488
6c000D74970D,广州南,湛江西,D7497
6k000D749807,湛江西,广州南,D7498
6c000D749906,广州南,湛江西,D7499
6k000D75000C,湛江西,广州南,D7500
65000D750110,广州东,梅州西,D7501
6z000D750300,梅州西,广州东,D7502
6z000D750300,梅州西,广州东,D7503
65000D750110,广州东,梅州西,D7504
65000D750520,广州东,梅州西,D7505
6z000D750700,梅州西,广州东,D7506
6z000D750700,梅州西,广州东,D7507
65000D750520,广州东,梅州西,D7508
65000D750906,广州东,汕头,D7509
67000D751002,汕头,广州东,D7510
67000D751002,汕头,广州东,D7511
65000D750906,广州东,汕头,D7512
65000D751309,广州东,饶平,D7513
6j000D751509,饶平,广州东,D7514
6j000D751509,饶平,广州东,D7515
65000D751309,广州东,饶平,D7516
65000D751707,广州东,汕头,D7517
67000D751801,汕头,广州东,D7518
67000D751801,汕头,广州东,D7519
65000D751707,广州东,汕头,D7520
65000D752108,广州东,汕头,D7521
67000D752201,汕头,广州东,D7522
67000D752201,汕头,广州东,D7523
65000D752108,广州东,汕头,D7524
65000D752506,广州东,汕头,D7525
67000D752601,汕头,广州东,D7526
67000D752601,汕头,广州东,D7527
65000D752506,广州东,汕头,D7528
65000D752908,广州东,潮汕,D7529
67000D753005,汕头,广州东,D7530
67000D753005,汕头,广州东,D7531
65000D752908,广州东,潮汕,D7532
65000D753302,广州东,汕头,D7533
67000D753402,汕头,广州东,D7534
67000D753402,汕头,广州东,D7535
65000D753302,广州东,汕头,D7536
65000D753703,广州东,汕头,D7537
67000D753802,汕头,广州东,D7538
67000D753802,汕头,广州东,D7539
65000D753703,广州东,汕头,D7540
65000D754100,广州东,潮汕,D7541
6z000D754300,梅州西,广州东,D7542
6z000D754300,梅州西,广州东,D7543
65000D754100,广州东,潮汕,D7544
65000D754510,广州东,梅州西,D7545
6j000D754700,潮汕,广州东,D7546
6j000D754700,潮汕,广州东,D7547
65000D754510,广州东,梅州西,D7548
65000D755400,深圳,怀集,D7551
70000D755300,怀集,深圳,D7553
65000D755400,深圳,怀集,D7554
6k000D755600,湛江西,广州南,D7556
70000D75570G,佛山西,湛江西,D7557
6k000D755807,湛江西,广州南,D7558
62000D756101,石门县北,长沙,D7561
62000D756202,长沙,石门县北,D7562
62000D756302,石门县北,长沙,D7563
62000D756401,长沙,石门县北,D7564
6a000D756502,常德,长沙,D7565
62000D756601,长沙,石门县北,D7566
62000D756701,石门县北,长沙,D7567
62000D756801,长沙,常德,D7568
6a000D756902,常德,长沙,D7569
62000D757002,长沙,石门县北,D7570
62000D757101,石门县北,长沙,D7571
62000D757201,长沙,常德,D7572
62000D757301,石门县北,长沙,D7573
62000D757402,长沙,石门县北,D7574
6a000D757502,常德,长沙,D7575
62000D757602,长沙,常德,D7576
12000D760103,沈阳北,丹东,D7601
12000D760304,沈阳,丹东,D7603
12000D760402,丹东,沈阳,D7604
12000D760503,沈阳,丹东,D7605
12000D760603,丹东,沈阳,D7606
12000D760704,沈阳,丹东,D7607
12000D760803,丹东,沈阳,D7608
12000D761005,丹东,沈阳北,D7610
12000D761104,沈阳,丹东,D7611
12000D761306,沈阳北,丹东,D7613
12000D761404,丹东,沈阳,D7614
12000D761506,沈阳,丹东,D7615
12000D761608,丹东,沈阳,D7616
12000D761902,沈阳北,丹东,D7619
12000D762004,丹东,沈阳,D7620
12000D762304,沈阳,丹东,D7623
12000D762405,丹东,沈阳北,D7624
12000D762501,沈阳,丹东,D7625
12000D762905,沈阳,丹东,D7629
12000D763305,沈阳北,丹东,D7633
12000D76340L,丹东,沈阳,D7634
12000D763506,沈阳,丹东,D7635
12000D76360A,丹东,沈阳,D7636
12000D76380C,丹东,沈阳北,D7638
12000D76390L,沈阳,丹东,D7639
12000D764008,丹东,沈阳,D7640
12000D764107,沈阳,丹东,D7641
12000D764202,丹东,沈阳,D7642
12000D76640H,丹东,沈阳,D7664
12000D766509,沈阳,丹东,D7665
12000D766609,丹东,沈阳,D7666
12000D767204,本溪,沈阳,D7672
12000D767502,沈阳,本溪,D7675
12000D767610,本溪,沈阳,D7676
6e000D769007,珠海,广州南,D7690
1g000D77070G,大连北,庄河北,D7707
1n000D770810,庄河北,大连,D7708
1g000D771109,大连北,丹东,D7711
12000D77120E,丹东,大连北,D7712
1g000D77130R,大连北,丹东,D7713
12000D77140Z,丹东,大连北,D7714
1g000D771508,大连北,丹东,D7715
12000D77160A,丹东,大连北,D7716
1g000D771709,大连北,丹东,D7717
12000D771809,丹东,大连北,D7718
13000D771901,大连,丹东,D7719
12000D772009,丹东,大连,D7720
1n000D772405,庄河北,大连,D7724
12000D77310B,沈阳,大连,D7731
13000D773302,大连,沈阳,D7732
13000D773302,大连,沈阳,D7733
12000D77310B,沈阳,大连,D7734
1g000D773709,大连北,沈阳,D7736
1g000D773709,大连北,沈阳,D7737
13000D774109,大连,沈阳,D7740
13000D774109,大连,沈阳,D7741
12000D774208,丹东,大连,D7742
12000D77430A,沈阳,大连北,D7743
12000D77430A,沈阳,大连北,D7746
12000D774707,沈阳,大连,D7747
1g000D77490D,大连北,沈阳,D7748
1g000D77490D,大连北,沈阳,D7749
12000D774707,沈阳,大连,D7750
12000D77510B,沈阳,大连,D7751
13000D775304,大连,丹东,D7753
12000D77510B,沈阳,大连,D7754
12000D775507,沈阳,大连,D7755
13000D775702,大连,沈阳,D7756
13000D775702,大连,沈阳,D7757
12000D775507,沈阳,大连,D7758
0h000D780106,哈尔滨西,佳木斯,D7801
02000D780203,佳木斯,哈尔滨,D7802
0h000D780303,哈尔滨西,佳木斯,D7803
02000D780402,佳木斯,哈尔滨西,D7804
0h000D780503,哈尔滨西,佳木斯,D7805
02000D780603,佳木斯,哈尔滨,D7806
01000D780700,哈尔滨,佳木斯,D7807
02000D780803,佳木斯,哈尔滨,D7808
01000D780900,哈尔滨,佳木斯,D7809
02000D781002,佳木斯,哈尔滨,D7810
0h000D781107,哈尔滨西,佳木斯,D7811
02000D781203,佳木斯,哈尔滨,D7812
01000D781302,哈尔滨,佳木斯,D7813
02000D781404,佳木斯,哈尔滨,D7814
01000D781502,哈尔滨,佳木斯,D7815
02000D781604,佳木斯,哈尔滨,D7816
01000D781702,哈尔滨,佳木斯,D7817
02000D781808,佳木斯,哈尔滨,D7818
01000D781902,哈尔滨,佳木斯,D7819
02000D782004,佳木斯,哈尔滨西,D7820
01000D782101,哈尔滨,佳木斯,D7821
02000D782210,佳木斯,哈尔滨,D7822
01000D782302,哈尔滨,佳木斯,D7823
02000D782408,佳木斯,哈尔滨,D7824
01000D782501,哈尔滨,佳木斯,D7825
02000D782603,佳木斯,哈尔滨西,D7826
0h000D782701,哈尔滨西,佳木斯,D7827
02000D782803,佳木斯,哈尔滨西,D7828
0h000D782901,哈尔滨西,佳木斯,D7829
02000D783004,佳木斯,哈尔滨西,D7830
01000D783100,哈尔滨,佳木斯,D7831
02000D783202,佳木斯,哈尔滨西,D7832
02000D783407,佳木斯,哈尔滨,D7834
01000D790120,哈尔滨,大庆西,D7901
04000D790240,大庆西,哈尔滨,D7902
0h000D790310,哈尔滨西,大庆西,D7903
04000D79040F,大庆西,哈尔滨,D7904
01000D790520,哈尔滨,大庆西,D7905
04000D79060D,大庆西,哈尔滨,D7906
01000D790710,哈尔滨,大庆西,D7907
04000D79080A,大庆西,哈尔滨,D7908
04000D791901,齐齐哈尔南,齐齐哈尔,D7919
04000D792101,齐齐哈尔南,齐齐哈尔,D7921
03000D796102,牡丹江,绥芬河,D7961
03000D796202,绥芬河,牡丹江,D7962
03000D796303,牡丹江,绥芬河,D7963
03000D796401,绥芬河,牡丹江,D7964
15000D80750A,山海关,丹东,D8075
12000D807609,丹东,山海关,D8076
49000D813100,青岛北,岚山西,D8131
47000D813201,日照西,青岛北,D8132
49000D813303,青岛北,日照西,D8133
47000D813401,岚山西,青岛北,D8134
49000D813500,青岛北,岚山西,D8135
47000D813600,岚山西,青岛北,D8136
49000D813700,青岛北,岚山西,D8137
47000D813800,岚山西,青岛北,D8138
47000D814400,岚山西,烟台,D8141
49000D814200,烟台,岚山西,D8142
49000D814200,烟台,岚山西,D8143
47000D814400,岚山西,烟台,D8144
4p000D818100,济南西,青岛,D8181
49000D818200,青岛北,济南西,D8182
4p000D818300,济南西,青岛北,D8183
49000D818400,青岛北,济南西,D8184
4p000D818501,济南西,青岛北,D8185
49000D818601,青岛北,济南西,D8186
71000D82020H,南宁,桂林,D8202
71000D820308,桂林,南宁东,D8203
71000D82040D,南宁东,桂林,D8204
71000D82050A,桂林北,南宁东,D8205
71000D820808,南宁东,桂林北,D8208
71000D821206,南宁东,桂林,D8212
71000D825107,柳州,北海,D8251
71000D82530A,柳州,北海,D8253
71000D825508,柳州,百色,D8255
71000D825709,柳州,北海,D8257
71000D825907,柳州,南宁东,D8259
71000D826204,贺州,南宁东,D8262
71000D826204,贺州,南宁东,D8263
71000D826806,南宁东,贺州,D8265
71000D826609,贺州,南宁东,D8266
71000D826609,贺州,南宁东,D8267
71000D826806,南宁东,贺州,D8268
71000D827207,南宁东,贺州,D8269
71000D827005,贺州,南宁东,D8270
71000D827005,贺州,南宁东,D8271
71000D827207,南宁东,贺州,D8272
71000D828006,南宁东,贺州,D8277
71000D828006,南宁东,贺州,D8280
71000D83010E,南宁东,北海,D8301
73000D830207,北海,南宁东,D8302
73000D83040H,北海,南宁东,D8304
71000D83050B,南宁东,北海,D8305
73000D830608,北海,南宁东,D8306
73000D830806,北海,南宁东,D8308
71000D83090A,南宁东,北海,D8309
73000D831008,北海,南宁东,D8310
71000D83110B,南宁东,北海,D8311
73000D831206,北海,南宁东,D8312
71000D831308,南宁东,北海,D8313
73000D831405,北海,南宁东,D8314
71000D831505,南宁东,北海,D8315
71000D834104,南宁东,防城港北,D8341
73000D834201,防城港北,南宁东,D8342
71000D834301,南宁东,防城港北,D8343
73000D834400,防城港北,南宁东,D8344
71000D834500,南宁东,防城港北,D8345
73000D834601,防城港北,南宁东,D8346
71000D834702,南宁东,防城港北,D8347
73000D835001,防城港北,南宁东,D8350
71000D835106,南宁东,防城港北,D8351
73000D835405,防城港北,南宁东,D8354
73000D835603,防城港北,南宁东,D8356
71000D836104,南宁东,百色,D8361
71000D836206,百色,南宁东,D8362
71000D836303,南宁东,百色,D8363
71000D836402,百色,南宁东,D8364
73000D836801,北海,百色,D8365
71000D836600,百色,南宁东,D8366
73000D836801,北海,百色,D8368
71000D838000,玉林,南宁东,D8380
71000D838105,南宁东,玉林,D8381
71000D838204,玉林,南宁东,D8382
71000D838304,南宁东,玉林,D8383
71000D838402,玉林,南宁东,D8384
71000D838603,玉林,南宁东,D8386
71000D838702,南宁东,玉林,D8387
71000D838802,玉林,南宁东,D8388
71000D838902,南宁东,玉林,D8389
71000D839004,玉林,南宁东,D8390
71000D839401,玉林,百色,D8391
71000D839204,百色,玉林,D8392
71000D839204,百色,玉林,D8393
71000D839401,玉林,百色,D8394
71000D839801,百色,玉林,D8395
71000D839801,百色,玉林,D8398
71000D839900,南宁东,玉林,D8399
71000D840102,桂林北,北海,D8401
73000D840206,北海,桂林北,D8402
71000D840305,桂林北,北海,D8403
71000D840506,桂林,北海,D8405
73000D840608,北海,桂林北,D8406
73000D840804,北海,桂林,D8408
71000D840902,桂林北,北海,D8409
73000D841003,北海,桂林北,D8410
71000D84110I,桂林,北海,D8411
73000D841203,北海,桂林,D8412
73000D841401,北海,桂林北,D8414
73000D841603,北海,桂林,D8416
73000D842003,北海,柳州,D8420
73000D843405,北海,梧州南,D8431
71000D843204,梧州南,北海,D8432
71000D843204,梧州南,北海,D8433
73000D843405,北海,梧州南,D8434
71000D845102,桂林北,防城港北,D8451
73000D845405,防城港北,桂林北,D8454
71000D846108,桂林北,百色,D8461
71000D84620A,百色,柳州,D8462
71000D846300,桂林,百色,D8463
71000D846403,百色,桂林,D8464
71000D846602,百色,柳州,D8466
71000D848103,桂林北,玉林,D8481
71000D848305,桂林北,玉林,D8483
71000D848403,玉林,桂林北,D8484
71000D848600,玉林,桂林北,D8486
71000D849101,三江南,北海,D8491
71000D849200,南宁东,三江南,D8492
71000D849305,三江南,防城港北,D8493
73000D849400,北海,三江南,D8494
71000D849501,三江南,南宁东,D8495
0h000D850104,哈尔滨西,绥芬河,D8501
03000D850203,牡丹江,哈尔滨西,D8502
0h000D850305,哈尔滨西,牡丹江,D8503
03000D850404,牡丹江,哈尔滨,D8504
01000D850502,哈尔滨,绥芬河,D8505
03000D850604,绥芬河,哈尔滨西,D8506
0h000D850701,哈尔滨西,牡丹江,D8507
03000D850804,牡丹江,哈尔滨,D8508
0h000D850902,哈尔滨西,牡丹江,D8509
03000D851003,牡丹江,哈尔滨,D8510
01000D851102,哈尔滨,绥芬河,D8511
03000D851204,绥芬河,哈尔滨,D8512
0h000D851301,哈尔滨西,牡丹江,D8513
03000D851403,牡丹江,哈尔滨,D8514
01000D851502,哈尔滨,绥芬河,D8515
03000D851602,绥芬河,哈尔滨,D8516
01000D851703,哈尔滨,牡丹江,D8517
03000D851801,牡丹江,哈尔滨西,D8518
01000D851902,哈尔滨,绥芬河,D8519
03000D852003,绥芬河,哈尔滨,D8520
01000D852103,哈尔滨,牡丹江,D8521
03000D852203,牡丹江,哈尔滨,D8522
01000D852310,哈尔滨,牡丹江,D8523
03000D852403,绥芬河,哈尔滨西,D8524
01000D852503,哈尔滨,牡丹江,D8525
03000D852602,牡丹江,哈尔滨西,D8526
78000D855401,贵阳北,重庆西,D8554
77000D855503,重庆西,贵阳北,D8555
77000D855702,重庆西,贵阳北,D8557
78000D855805,贵阳北,重庆西,D8558
77000D856102,重庆西,贵阳北,D8561
76000D856605,广元,贵阳北,D8563
78000D856405,贵阳北,广元,D8564
78000D856405,贵阳北,广元,D8565
76000D856605,广元,贵阳北,D8566
78000D858102,遵义,贵阳北,D8581
78000D858201,贵阳北,遵义,D8582
78000D858302,遵义,贵阳北,D8583
78000D858401,贵阳北,遵义,D8584
78000D858500,遵义,贵阳北,D8585
78000D858600,贵阳北,遵义,D8586
78000D858800,贵阳北,遵义,D8588
80000D860110,昆明南,昆明,D8601
80000D860202,昆明,富宁,D8602
80000D860704,富宁,昆明南,D8607
8c000D863400,楚雄,昆明南,D8631
80000D863301,昆明南,楚雄,D8632
80000D863301,昆明南,楚雄,D8633
8c000D863400,楚雄,昆明南,D8634
8c000D863800,楚雄,昆明南,D8635
80000D863710,昆明南,楚雄,D8636
80000D863710,昆明南,楚雄,D8637
8c000D863800,楚雄,昆明南,D8638
80000D864102,昆明南,玉溪,D8641
84000D864203,玉溪,昆明南,D8642
80000D864502,昆明南,玉溪,D8645
84000D864602,玉溪,昆明南,D8646
80000D864902,昆明南,玉溪,D8649
84000D865002,玉溪,昆明南,D8650
8c000D865405,大理,昆明南,D8651
80000D865302,昆明南,大理,D8652
80000D865302,昆明南,大理,D8653
8c000D865405,大理,昆明南,D8654
8c000D865802,大理,昆明,D8655
80000D865704,昆明南,大理,D8656
80000D865704,昆明南,大理,D8657
8c000D865802,大理,昆明,D8658
8c000D866204,大理,昆明南,D8659
80000D866103,昆明南,大理,D8660
80000D866103,昆明南,大理,D8661
8c000D866204,大理,昆明南,D8662
80000D866502,昆明南,大理,D8664
80000D866502,昆明南,大理,D8665
8c000D866603,大理,昆明南,D8666
80000D866902,昆明南,大理,D8668
80000D866902,昆明南,大理,D8669
8c000D86740A,大理,弥勒,D8671
80000D867302,昆明南,大理,D8672
80000D867302,昆明南,大理,D8673
8c000D86740A,大理,弥勒,D8674
8c000D867810,大理,昆明南,D8675
8c000D867810,大理,昆明南,D8678
8c000D868201,大理,昆明,D8679
8c000D868201,大理,昆明,D8682
8c000D868602,大理,富宁,D8683
8c000D868602,大理,富宁,D8686
8c000D869004,大理,昆明南,D8687
80000D868909,昆明南,大理,D8688
80000D868909,昆明南,大理,D8689
8c000D869004,大理,昆明南,D8690
8c000D869403,大理,昆明南,D8691
80000D869305,昆明南,大理,D8692
80000D869305,昆明南,大理,D8693
8c000D869403,大理,昆明南,D8694
80000D869600,昆明,大理,D8696
80000D869600,昆明,大理,D8697
8c000D869803,大理,昆明南,D8698
80000D870303,昆明南,大理,D8702
80000D870303,昆明南,大理,D8703
80000D870703,富宁,大理,D8706
80000D870703,富宁,大理,D8707
8c000D870806,大理,昆明南,D8708
8c000D871203,大理,昆明南,D8709
80000D871101,昆明南,大理,D8710
80000D871101,昆明南,大理,D8711
8c000D871203,大理,昆明南,D8712
80000D871506,昆明南,大理,D8714
80000D871506,昆明南,大理,D8715
80000D87190A,弥勒,大理,D8718
80000D87190A,弥勒,大理,D8719
8c000D872403,大理,昆明南,D8721
8c000D872403,大理,昆明南,D8724
80000D872601,昆明,大理,D8726
80000D872601,昆明,大理,D8727
8c000D872803,大理,昆明南,D8728
8c000D873202,大理,昆明南,D8729
8c000D873202,大理,昆明南,D8732
80000D873504,昆明南,大理,D8734
80000D873504,昆明南,大理,D8735
8c000D873602,大理,昆明南,D8736
80000D873902,昆明南,大理,D8738
80000D873902,昆明南,大理,D8739
8c000D874003,大理,昆明南,D8740
80000D874303,昆明南,大理,D8742
80000D874303,昆明南,大理,D8743
8c000D874803,大理,昆明南,D8748
80000D876300,昆明南,丽江,D8762
80000D876300,昆明南,丽江,D8763
8c000D876400,丽江,昆明南,D8764
80000D876701,昆明南,丽江,D8766
80000D876701,昆明南,丽江,D8767
8c000D876801,丽江,昆明南,D8768
80000D877301,昆明南,丽江,D8772
80000D877301,昆明南,丽江,D8773
8c000D877401,丽江,昆明南,D8774
80000D877701,昆明南,丽江,D8776
80000D877701,昆明南,丽江,D8777
8c000D877801,丽江,昆明南,D8778
80000D878101,昆明南,丽江,D8780
80000D878101,昆明南,丽江,D8781
8c000D878201,丽江,昆明南,D8782
8c000D878601,丽江,昆明南,D8783
80000D878501,昆明南,丽江,D8784
80000D878501,昆明南,丽江,D8785
8c000D878601,丽江,昆明南,D8786
80000D878901,昆明南,丽江,D8788
80000D878901,昆明南,丽江,D8789
8c000D879002,丽江,昆明南,D8790
80000D879301,昆明南,丽江,D8792
80000D879301,昆明南,丽江,D8793
8c000D879402,丽江,昆明南,D8794
80000D879700,昆明南,丽江,D8796
80000D879700,昆明南,丽江,D8797
8c000D879800,丽江,昆明南,D8798
92000D880102,哈密,乌鲁木齐,D8801
93000D880202,乌鲁木齐,哈密,D8802
92000D880303,哈密,乌鲁木齐,D8803
93000D880404,乌鲁木齐,哈密,D8804
92000D880503,哈密,乌鲁木齐,D8805
93000D880603,乌鲁木齐,哈密,D8806
92000D880704,哈密,乌鲁木齐,D8807
93000D880802,乌鲁木齐,哈密,D8808
92000D880908,哈密,乌鲁木齐,D8809
93000D881070,乌鲁木齐,哈密,D8810
92000D881108,哈密,乌鲁木齐,D8811
93000D881207,乌鲁木齐,哈密,D8812
92000D881310,哈密,乌鲁木齐,D8813
93000D881401,乌鲁木齐,哈密,D8814
92000D88150Q,哈密,乌鲁木齐,D8815
93000D881601,乌鲁木齐,哈密,D8816
92000D88170R,哈密,乌鲁木齐,D8817
9c000D885100,鄯善北,乌鲁木齐,D8851
93000D885200,乌鲁木齐,鄯善北,D8852
9c000D886100,吐鲁番北,乌鲁木齐,D8861
93000D886210,乌鲁木齐,吐鲁番北,D8862
9c000D886500,吐鲁番北,乌鲁木齐,D8865
93000D886610,乌鲁木齐,吐鲁番北,D8866
9c000D886701,吐鲁番北,乌鲁木齐,D8867
93000D886801,乌鲁木齐,吐鲁番北,D8868
9c000D886900,吐鲁番北,乌鲁木齐,D8869
93000D887010,乌鲁木齐,吐鲁番北,D8870
8g000D888111,陇南,兰州西,D8881
85000D888210,兰州,陇南,D8882
8g000D888310,陇南,兰州,D8883
85000D888411,兰州,陇南,D8884
8g000D888500,陇南,兰州,D8885
85000D888600,兰州,陇南,D8886
8g000D888701,陇南,兰州西,D8887
85000D888800,兰州,陇南,D8888
8g000D888900,陇南,兰州,D8889
8d000D889000,兰州西,陇南,D8890
8g000D889110,陇南,兰州,D8891
85000D889210,兰州,陇南,D8892
8g000D889310,陇南,兰州西,D8893
85000D889410,兰州,陇南,D8894
8g000D889500,姚渡,兰州,D8895
8d000D889600,兰州西,姚渡,D8896
88000D89010E,西宁,门源,D8901
88000D89020F,门源,西宁,D8902
88000D89030A,西宁,门源,D8903
88000D89040A,门源,西宁,D8904
88000D89050B,西宁,门源,D8905
88000D89060B,门源,西宁,D8906
8d000D891100,天水南,兰州西,D8911
8d000D891200,兰州西,天水南,D8912
8d000D891301,天水南,中川机场,D8913
8d000D891400,兰州西,天水南,D8914
8d000D891500,天水南,兰州西,D8915
8e000D891600,中川机场,天水南,D8916
8d000D891700,天水南,兰州西,D8917
8d000D891800,兰州西,天水南,D8918
8d000D891900,天水南,兰州西,D8919
8d000D892001,兰州西,天水南,D8920
8d000D892100,东岔,兰州西,D8921
8d000D892200,兰州西,东岔,D8922
8d000D892300,东岔,兰州西,D8923
8d000D892400,兰州西,东岔,D8924
8d000D893101,嘉峪关南,敦煌,D8931
8b000D893300,敦煌,嘉峪关南,D8932
8b000D893300,敦煌,嘉峪关南,D8933
8d000D893101,嘉峪关南,敦煌,D8934
57000D893503,赣州,瑞金,D8935
57000D893610,瑞金,赣州,D8936
57000D893801,瑞金,赣州,D8938
0h000D914100,哈尔滨西,佳木斯,D9141
02000D914200,佳木斯,哈尔滨,D9142
42000D934402,十堰,武昌,D9341
39000D934202,武昌,十堰,D9342
39000D934202,武昌,十堰,D9343
42000D934402,十堰,武昌,D9344
71000D964102,南宁东,玉林,D9641
71000D964202,玉林,南宁东,D9642
71000D964302,南宁东,玉林,D9643
71000D964401,玉林,南宁东,D9644
71000D964503,桂林北,玉林,D9645
71000D964601,玉林,桂林北,D9646
71000D965103,桂林北,南宁东,D9651
71000D965210,南宁东,全州南,D9652
71000D965320,全州南,南宁东,D9653
73000D969020,防城港北,柳州,D9690
71000D96910C,柳州,防城港北,D9691
71000D96920G,玉林,百色,D9692
71000D96920G,玉林,百色,D9693
71000D969505,南宁东,玉林,D9695
71000D969703,桂林北,玉林,D9697
71000D969830,玉林,柳州,D9698
5u000D99912M,南昌西,厦门,D9991
58000D999231,厦门,南昌西,D9992
5u000D999902,南昌西,福州,D9999
