等级,station
等级5,唐海南
等级5,下社
等级5,大营
等级5,东淤地
等级5,长发屯
等级5,花湖
等级5,驼腰岭
等级5,额济纳
等级5,黄羊镇
等级5,西固城
等级5,坡底下
等级5,龙沟
等级5,打柴沟
等级5,库伦
等级5,白音胡硕
等级5,营街
等级5,羊尾哨
等级5,小哨
等级5,车转湾
等级5,松河
等级5,玉舍
等级5,花家庄
等级5,白沙坡
等级5,茅草坪
等级5,发耳
等级5,月亮田
等级5,吴官田
等级5,沙沱
等级5,都格
等级5,马龙
等级5,白鸡坡
等级5,三家寨
等级5,盘关
等级5,平关
等级5,雨格
等级5,平田
等级5,柏果
等级5,照福铺
等级5,渡市
等级5,宏克力
等级5,老营
等级5,道清
等级5,内江
等级5,迤那
等级5,金钟
等级5,关寨
等级5,仙水
等级5,滥坝
等级5,高峰
等级5,化处
等级5,昭通南
等级5,凉水井
等级5,李子沟
等级5,南陈铺
等级5,北板桥
等级5,西阳村
等级5,晋城北
等级5,西武匠
等级5,赵庄
等级5,大辛庄
等级5,东坡
等级5,后寨
等级5,长子
等级5,东元庆
等级5,秦家庄
等级5,岢岚
等级5,神池
等级5,下马塘
等级5,祁家堡
等级5,刘家河
等级5,陈相屯
等级5,达家沟
等级5,博白
等级5,武乡
等级5,新绰源
等级5,忠工屯
等级5,塔尔气
等级5,猛洞河
等级5,秦岭
等级5,朝天南
等级5,宏庆
等级5,天岗
等级5,大石头
等级5,黄松甸
等级5,白石山
等级5,黄泥河
等级5,南河川
等级5,洛门
等级5,三阳川
等级5,鸳鸯镇
等级5,新阳镇
等级5,渭南镇
等级5,羊马
等级5,宁东南
等级5,红寺堡
等级5,柳家庄
等级5,峻德
等级5,加劳
等级5,六个鸡
等级5,桐木寨
等级5,水花
等级5,羊坪
等级5,蕉溪
等级5,宝老山
等级5,砚川
等级5,华容东
等级5,栟茶
等级5,如东
等级5,中寨
等级5,秧草地
等级5,新坪田
等级5,茂舍祖
等级5,江所田
等级5,威箐
等级5,陆良
等级5,西街口
等级5,小雨谷
等级5,宜耐
等级5,长坡岭
等级5,施家嘴
等级5,瓦窑田
等级5,小得江
等级5,乐善村
等级5,革居
等级5,王家营西
等级5,七甸
等级5,上西铺
等级5,班猫箐
等级5,芦沟
等级5,羊者窝
等级5,岔江
等级5,韦庄
等级5,黄羊湾
等级5,兰溪
等级5,南峪
等级5,寿阳
等级5,岩会
等级5,井南
等级5,东营
等级5,陵城
等级5,博兴
等级5,德保
等级5,郁山
等级5,泔溪
等级5,中嘴
等级5,龙池
等级5,白涛
等级5,鱼泉
等级5,洛碛
等级5,治安
等级5,新窝铺
等级5,余粮堡
等级5,嘎什甸子
等级5,三义井
等级5,小河沿
等级5,土门子
等级5,园墩
等级5,沙坡头
等级5,黑冲滩
等级5,察尔汗
等级5,鸟岛
等级5,锡铁山
等级5,哈尔盖
等级5,刚察
等级5,曹妃甸港
等级5,翠岗
等级5,濮阳
等级5,龙桥
等级5,大杖子
等级5,当雄
等级5,夏官营
等级5,甘草店
等级5,通安驿
等级5,李家坪
等级5,大西
等级5,兰州东
等级5,丰水村
等级5,红砂岘
等级5,兴泉堡
等级5,红岘台
等级5,营盘水
等级5,水源
等级5,朱家窑
等级5,汉寿
等级5,黄瓜园
等级5,师庄
等级5,新江
等级5,黑井
等级5,阿南庄
等级5,迤资
等级5,大湾子
等级5,花棚子
等级5,甸心
等级5,红江
等级5,建安
等级5,谢家镇
等级5,新立镇
等级5,流水沟
等级5,五道河
等级5,官高
等级5,猴山
等级5,虎什哈
等级5,白旗
等级5,张百湾
等级5,金沟屯
等级5,梁底下
等级5,滦河沿
等级5,刀尔登
等级5,建昌
等级5,金杖子
等级5,柳树屯
等级5,西斗铺
等级5,明安
等级5,营盘湾
等级5,包头西
等级5,包头北
等级5,老羊壕
等级5,坝梁
等级5,高家村
等级5,瓦窑坝
等级5,重庆南
等级5,日喀则
等级5,鸭园
等级5,古交
等级5,岚县
等级5,大屯
等级5,陶家屯
等级5,大方南
等级5,源迁
等级5,蔺家楼
等级5,南博山
等级5,黑旺
等级5,司家岭
等级5,范镇
等级5,莱芜东
等级5,南仇
等级5,常庄
等级5,吐列毛杜
等级5,通化县
等级5,灌水
等级5,石城
等级5,千河
等级5,亚布力南
等级5,八里甸子
等级5,铁刹山
等级5,大阳
等级5,朱石寨
等级5,打羊
等级5,学庄
等级5,峰洞
等级5,平安
等级5,平罗
等级5,暖泉
等级5,大磴沟
等级5,白芨沟
等级5,汝箕沟
等级5,下仓
等级5,长武
等级5,曾家坪子
等级5,敬梓场
等级5,王场
等级5,邓家湾
等级5,昭通北
等级5,滩头
等级5,岔河
等级5,盐津北
等级5,小儿坪
等级5,一步滩
等级5,临江溪
等级5,宜宾南
等级5,豆沙关
等级5,孔滩
等级5,横江
等级5,苍坪
等级5,沙沙坡
等级5,小关溪
等级5,俞冲
等级5,彝良
等级5,田梁子
等级5,西来
等级5,绿化
等级5,塘豹
等级5,双河市
等级5,崇左
等级5,濑湍
等级5,双子河
等级5,桐梓
等级5,三江
等级5,太白
等级5,娄山关
等级5,夏坝
等级5,蒙渡
等级5,赶水
等级5,綦江
等级5,镇紫街
等级5,松坝
等级5,新场
等级5,大河坝
等级5,七龙星
等级5,元田坝
等级5,红花园
等级5,木竹河
等级5,云居寺
等级5,三合庄
等级5,塔崖驿
等级5,大涧
等级5,紫荆关
等级5,艾河
等级5,大灰厂
等级5,浮图峪
等级5,十渡
等级5,燕山
等级5,孤山口
等级5,百里峡
等级5,小西庄
等级5,云彩岭
等级5,奇峰塔
等级5,南城司
等级5,平峪
等级5,王安镇
等级5,北屯
等级5,大盘石
等级5,野三坡
等级5,南观村
等级5,板城
等级5,良各庄
等级5,塔尔根
等级5,塔源
等级5,古源
等级5,新天
等级5,兰陵北
等级5,杜拉尔
等级5,巴日图
等级5,罕达盖
等级5,道劳杜
等级5,伊敏索木
等级5,德仁
等级5,辉河
等级5,曹妃甸东
等级5,偏岭
等级5,安塘
等级5,五寨
等级5,大青沟
等级5,长汀镇
等级5,敖头
等级5,拉古
等级5,锦和
等级5,梅江
等级5,寒岭
等级5,朱杨溪
等级5,安富镇
等级5,大足
等级5,金刚沱
等级5,油溪
等级5,临江场
等级5,广顺场
等级5,古家沱
等级5,荣昌
等级5,永川
等级5,黄磏
等级5,迎祥街
等级5,李市镇
等级5,峰高铺
等级5,江津
等级5,长河碥
等级5,柏林
等级5,白沙
等级5,茨坝
等级5,双石桥
等级5,平等
等级5,隆昌
等级5,三原
等级5,上仓
等级5,大口屯
等级5,曹子里
等级5,兑镇
等级5,孝西
等级5,阳泉曲
等级5,镜铁山
等级5,白银市
等级5,东湾
等级5,靖远西
等级5,长征
等级5,蒲坝
等级5,冕宁
等级5,枣子林
等级5,上普雄
等级5,铁口
等级5,攀枝花南
等级5,普雄
等级5,冕山
等级5,西昌南
等级5,乐跃
等级5,沙马拉达
等级5,德昌
等级5,尼波
等级5,月华
等级5,米易
等级5,永郎
等级5,新凉
等级5,红峰
等级5,瓦祖
等级5,西昌
等级5,联合乡
等级5,喜德
等级5,乐武
等级5,林家台
等级5,泉州东
等级5,腰栈
等级5,桥湾
等级5,漫水湾
等级5,苇子沟
等级5,牛心台
等级5,甘泉
等级5,前窑
等级5,魏杖子
等级5,九营
等级5,左家
等级5,超梁沟
等级5,大雅河
等级5,高谷
等级5,四家子
等级5,海龙
等级5,营北
等级5,宜春西
等级5,佳木斯西
等级5,元谋
等级5,崇信
等级5,柳毛沟
等级5,大口钦
等级5,周水子
等级5,小月旧
等级5,女儿河
等级5,龙华
等级5,宁村
等级5,柳沟
等级5,太阳沟
等级5,氡泉
等级5,西六方
等级5,哈尔巴岭
等级5,影壁山
等级5,马皇
等级5,张三营
等级5,靖宇
等级5,合阳
等级5,康庄
等级5,千阳
等级5,南口前
等级5,大荔北
等级5,郭磊庄
等级5,东戴河
等级5,世博园
等级5,眉山
等级5,甲猫
等级5,盐城北
等级5,松岭
等级5,章古台
等级5,广州西
等级5,艾不盖
等级5,峨边
等级5,泗洪
等级5,离堆公园
等级5,核桃园
等级5,鱼儿沟
等级5,北台
等级5,海湾
等级5,钱家店
等级5,高桥镇
等级5,茨冲
等级5,保家楼
等级5,卧里屯
等级5,龙爪沟
等级5,焦作东
等级5,励家
等级5,九郎山
等级5,明港
等级5,索图罕
等级5,北票南
等级5,上园
等级5,孔垄
等级5,汉源
等级5,尼木
等级5,石湖
等级5,盘山
等级5,大巴
等级5,宜昌
等级5,华容
等级5,那罗
等级5,磁县
等级5,白水县
等级5,鹿寨
等级5,尼勒克
等级5,新松浦
等级5,马桥河
等级5,楚雄南
等级5,永安
等级5,桥北
等级5,滨江
等级5,城阳
等级5,简阳
等级5,合肥西
等级5,民福寺
等级5,三元区
等级5,山湾子
等级5,鄂州东
等级5,狼尾山
等级5,公营子
等级5,宽甸
等级5,小山
等级5,东富
等级5,乾县
等级5,沈阳东
等级5,东南营子
等级5,沙河口
等级5,瓦拉干
等级5,伊尔施
等级5,王兆屯
等级5,望江
等级5,独立屯
等级5,王家湾
等级5,乌西
等级5,建设
等级5,红花沟
等级5,燕岗
等级5,尹地
等级5,燕家庄
等级5,松树林
等级5,田家沟
等级5,长汀
等级5,官厅西
等级5,白壁关
等级5,富县
等级5,前卫
等级5,北岗
等级5,汝阳
等级5,赤峰东
等级5,三十里堡
等级5,自贡
等级5,资阳
等级5,黄花筒
等级5,大扬气
等级5,大山铺
等级5,广宁寺
等级5,南阳东
等级5,东津
等级5,安溪
等级5,五道沟
等级5,沈阳西
等级5,庆阳山
等级5,罗江
等级5,盘古
等级5,陈官营
等级5,广汉
等级5,黄石东
等级5,桐子林
等级5,新乐
等级5,东沟门
等级5,洛阳东
等级5,长城
等级5,毛坝
等级5,龙塘坝
等级5,莱西北
等级5,小池口
等级5,临西
等级5,羊堡
等级5,近海
等级5,柳江
等级5,和什托洛盖
等级5,串子沟
等级5,杨树湾
等级5,王杨
等级5,七里河
等级5,菇园
等级5,田师府
等级5,上腰墩
等级5,羊臼河
等级5,任家店
等级5,亮甲店
等级5,贵定南
等级5,南洼
等级5,渠黎
等级5,高楼房
等级5,三道湖
等级5,沙后所
等级5,东大坝
等级5,西八里
等级5,韶山
等级5,清华园
等级5,吴家川
等级5,通沟
等级5,雁翅
等级5,花土坡
等级5,松树台
等级5,热水
等级5,范家屯
等级5,本溪湖
等级5,中台子
等级5,旺苍
等级5,漳州东
等级5,六合
等级5,大成
等级5,河间西
等级5,兴莲
等级5,神木南
等级5,棕溪
等级5,清河门
等级5,巨宝
等级5,水地
等级5,岳家井
等级5,四马架
等级5,乌审旗
等级5,石岭
等级5,石景山南
等级5,新保安
等级5,沁阳
等级5,嘉峰
等级5,清徐
等级5,江边村
等级5,敖力布告
等级5,大同南
等级5,松树
等级5,杜家
等级5,漳平
等级5,法启
等级5,天桥沟
等级5,青沟子
等级5,上万
等级5,杨家营
等级5,邵家堂
等级5,边沟
等级5,新开
等级5,八达岭
等级5,春阳
等级5,官字井
等级5,泽润里
等级5,庙宫
等级5,长寿
等级5,鹿道
等级5,太原北
等级5,一间堡
等级5,岫岩
等级5,枣林
等级5,牛庄
等级5,越西
等级5,许家台
等级5,歪头山
等级5,汤头沟
等级5,泥河子
等级5,沙县
等级5,北宅
等级5,干溪沟
等级5,大徐屯
等级5,古东
等级5,沐滂
等级5,石林南
等级5,皮口南
等级5,湾沟
等级5,平型关
等级5,文安
等级5,精河
等级5,东升
等级5,安龙
等级5,三把火
等级5,仁布
等级5,南台
等级5,中兴
等级5,永甸
等级5,安庆西
等级5,河洛营
等级5,闹海营
等级5,东胜
等级5,闽清
等级5,宣家沟
等级5,吴圩
等级5,康熙岭
等级5,小宋
等级5,水泉
等级5,礼泉
等级5,敖来
等级5,花楼坝
等级5,通远堡
等级5,天河街
等级5,沙河
等级5,茶卡
等级5,碧鸡关
等级5,望都
等级5,南宫东
等级5,东辛庄
等级5,昆阳
等级5,韩麻营
等级5,小姑家
等级5,定襄
等级5,桥西
等级5,光泽
等级5,平庄
等级5,元龙
等级5,巴中东
等级5,太平庄
等级5,风水沟
等级5,曹家营子
等级5,华城
等级5,淮安南
等级5,古田
等级5,资中
等级5,上杭
等级5,来舟
等级5,茄子溪
等级5,首山
等级5,曾口
等级5,黄土店
等级5,鲁番
等级5,东兴
等级5,仪征
等级5,旗下营南
等级5,北碚
等级5,惠州西
等级5,龙里
等级5,半截河
等级5,老府
等级5,弋江
等级5,李石寨
等级5,凤州
等级5,弓棚子
等级5,乐都南
等级5,兰岭
等级5,堡子湾
等级5,石峡子
等级5,卡伦
等级5,柴岗
等级5,沙岭
等级5,崇仁
等级5,阳城
等级5,葡萄菁
等级5,临川
等级5,毛坝关
等级5,十家子
等级5,河边
等级5,大坝
等级5,东庄
等级5,麻柳
等级5,庙岭
等级5,大营子
等级5,读书铺
等级5,长冲
等级5,赵城
等级5,疏勒
等级5,东戌
等级5,赫尔洪得
等级5,汇塘河
等级5,长阳
等级5,西贺村
等级5,官厅
等级5,前磨头
等级5,弥渡
等级5,那铺
等级5,刘家店
等级5,大元
等级5,八角台
等级5,曲水县
等级5,南桥
等级5,木头营子
等级5,古莲
等级5,前山
等级5,抚松
等级5,程家
等级5,八步
等级5,南张村
等级5,加南
等级5,尔赛河
等级5,兴和西
等级5,新寒岭
等级5,升昌
等级5,烟台西
等级5,蔡山
等级5,贵安
等级5,平安镇
等级5,杨家店
等级5,长垣
等级5,砬子河
等级5,荒沟西
等级5,大禾塘
等级5,汪清
等级5,阿拉山口
等级5,火连寨
等级5,铜罐驿
等级5,扎赉诺尔
等级5,通途
等级5,长春南
等级5,大平房
等级5,得莫利
等级5,塔石嘴
等级5,舍力虎
等级5,枕头峰
等级5,杭锦后旗
等级5,武夷山东
等级5,大其拉哈
等级5,老爷岭
等级5,龙骨甸
等级5,花博山
等级5,芦家庄
等级5,三水
等级5,图们
等级5,大苴
等级5,桃映
等级5,七泉湖
等级5,平顶山西
等级5,新贤城
等级5,羊圈子
等级5,孤山子
等级5,藁城
等级5,巴山
等级5,花桥
等级5,高各庄
等级5,燕子砭
等级5,阎良
等级5,石山
等级5,达布逊
等级5,彭山
等级5,兴安
等级5,中华门
等级5,呼鲁斯太
等级5,卢龙
等级5,平庄南
等级5,石场
等级5,石岘
等级5,杨杖子
等级5,大东
等级5,能家
等级5,北磴
等级5,十里坪
等级5,落坡岭
等级5,海晏
等级5,平岗
等级5,昂乃
等级5,田东
等级5,甘洛
等级5,孔家沟
等级5,瓢儿屯
等级5,庙庄
等级5,德伯斯
等级5,沙坨子
等级5,牛家营子
等级5,二密河
等级5,迎宾路
等级5,石脑
等级5,周家屯
等级5,咋子
等级5,棋盘
等级5,营城子
等级5,贾鲁河
等级5,招柏
等级5,长岭子
等级5,昆明西
等级5,芦溪
等级5,昭化
等级5,卫东
等级5,钟山
等级5,高花
等级5,板石河
等级5,澄城
等级5,中牟
等级5,亚复
等级5,二龙屯
等级5,长甸
等级5,资溪
等级5,宁家
等级5,大堡
等级5,苏尼特左旗
等级5,三井子
等级5,草市
等级5,孟庄
等级5,内江南
等级5,延庆
等级5,亭亮
等级5,盘龙城
等级5,翠峰
等级5,雷州
等级5,茅岭
等级5,永寿
等级5,布列开
等级5,豆张庄
等级5,攸县
等级5,兰家屯
等级5,南口
等级5,渠旧
等级5,厦门高崎
等级5,新兴县
等级5,落垡
等级5,八虎力
等级5,南平北
等级5,干沟
等级5,聂河
等级5,窑上
等级5,棠海
等级5,张台子
等级5,南木
等级5,绣峰
等级5,磁西
等级5,宝华山
等级5,图强
等级5,一面山
等级5,南大庙
等级5,渭南南
等级5,五龙背
等级5,鸽子洞
等级5,坂田
等级5,茶条沟
等级5,小董
等级5,赤峰
等级5,碱厂
等级5,嘎什吐
等级5,魏善庄
等级5,运粮河
等级5,苔青
等级5,王瞳
等级5,昌平
等级5,旧庄窝
等级5,姚安
等级5,丰广
等级5,新香坊北
等级5,三家子
等级5,黄家店
等级5,归流河
等级5,镇西
等级5,沙桥
等级5,南汤
等级5,达拉特旗
等级5,东营子
等级5,青溪
等级5,吴家屯
等级5,曲家店
等级5,海坨子
等级5,庆丰
等级5,银镇
等级5,麦园
等级5,锦河
等级5,铁佛寺
等级5,渭津
等级5,大拟
等级5,金坑
等级5,南平南
等级5,普定
等级5,坪上
等级5,修武
等级5,汉沽
等级5,舍伯吐
等级5,新帐房
等级5,衡南
等级5,靖远
等级5,桑园子
等级5,孤家子
等级5,大官屯
等级5,连湖
等级5,固安
等级5,创业村
等级5,壮志
等级5,白音他拉
等级5,魏家泉
等级5,泉水
等级5,乌海北
等级5,桓龙湖
等级5,白泉
等级5,台安南
等级5,长虹
等级5,松原北
等级5,桃园
等级5,马林
等级5,裕国
等级5,郭家屯
等级5,桦皮厂
等级5,芦潮港
等级5,新安
等级5,佟家
等级5,永乐店
等级5,双凤驿
等级5,土们岭
等级5,珠窝
等级5,姚家
等级5,忙罕屯
等级5,浑河
等级5,伊林
等级5,门达
等级5,庙阳
等级5,高林屯
等级5,贺家店
等级5,姜家
等级5,黄泥崴子
等级5,阿乌尼
等级5,桓台
等级5,广元南
等级5,丹东西
等级5,上安
等级5,西阳岔
等级5,南曹
等级5,星朗
等级5,旅顺
等级5,伊宁东
等级5,骆驼巷
等级5,长潭沟
等级5,竹园坝
等级5,大王滩
等级5,林盛堡
等级5,凤阳
等级5,崔黄口
等级5,喇嘛甸
等级5,江密峰
等级5,拉鲊
等级5,小村
等级5,皇姑屯
等级5,威虎岭北
等级5,百浪
等级5,哈日努拉
等级5,夹心子
等级5,金银川
等级5,福临堡
等级5,林子头
等级5,雅河
等级5,夏石
等级5,莱芜西
等级5,老岭
等级5,红寺堡北
等级5,五十家子
等级5,中卫南
等级5,河东机场
等级5,厉家寨
等级5,吴忠
等级5,天桥
等级5,宣化北
等级5,郏县
等级5,大治北
等级5,邓州东
等级5,碑木镇
等级5,华容南
等级5,八达岭长城
等级5,宁波东
等级5,太子城
等级5,清镇西
等级5,三堂集
等级5,蒙自北
等级5,钦州
等级5,抚顺
等级5,铁厂沟
等级5,后湖
等级5,玉溪西
等级5,乐山北
等级5,大连西
等级5,石人
等级5,祥云西
等级5,随县
等级5,春湾
等级5,丹江口
等级5,玛纳斯湖
等级5,欧里
等级5,向阳川
等级5,遵义西
等级5,六道河
等级5,方城
等级5,抚州北
等级5,芦庙
等级5,赣县北
等级5,东花园北
等级5,沙岭子
等级5,白马
等级5,万安县
等级5,安陆西
等级5,织金北
等级5,祁阳北
等级5,阜宁南
等级5,长葛北
等级5,灵武北
等级5,徐家
等级5,四合
等级5,商丘东
等级5,石桥
等级5,北营
等级5,瓦房
等级5,下花园北
等级5,石门县
等级5,海安县
等级5,叆河
等级5,牛车河
等级5,白云北
等级5,松江镇
等级5,十堰东
等级5,禹州
